	meaning	txt_lug	langvar_uid_lug	txt_eng	langvar_uid_eng
7549	19492097	kiwato	lug-000	waist	eng-000
7550	19492098	kiwawatiro	lug-000	wing	eng-000
7551	19492099	kiwayi	lug-000	faction	eng-000
7552	19492100	kiwempe	lug-000	carpet	eng-000
7553	19492101	kiwero	lug-000	rug	eng-000
7554	19492102	kiwewevu	lug-000	smooth	eng-000
7556	19492103	kiwojjolo	lug-000	butterfly	eng-000
7557	19492104	kiwoma	lug-000	delicious	eng-000
7559	19492105	kiwonvu	lug-000	valley	eng-000
7560	10166372	kiwoobe	lug-000	mourning	eng-000
7561	19492106	kiwoomereza	lug-000	sugar	eng-000
7562	19492107	kiwuggulu	lug-000	owl	eng-000
7563	19492108	kiwuka	lug-000	insect	eng-000
7564	19492109	kiwunikiriza	lug-000	spectacular	eng-000
7565	19492110	kiyenje	lug-000	cockroach	eng-000
7566	19492111	kiyiriro	lug-000	waterfall	eng-000
7567	19492112	kiyonjo	lug-000	clean	eng-000
7568	19492113	kiyonjo	lug-000	neat	eng-000
7569	19492115	kiyumba kyebisolo	lug-000	barn	eng-000
7570	19492114	kiyumba kyʼenkoko	lug-000	poultry	eng-000
7571	19492116	kiyungu	lug-000	kitchen	eng-000
7572	19492117	kizesebwa okukola ebintu	lug-000	material	eng-000
7573	19492118	kizibaawo	lug-000	coat	eng-000
7574	19492119	kizibu	lug-000	difficult	eng-000
7575	19492120	kizibu	lug-000	hard	eng-000
7576	19492121	kizibu	lug-000	issue	eng-000
7578	19492123	kizibu	lug-000	problem	eng-000
7579	19492124	kizibu	lug-000	burden	eng-000
7580	19492125	kizibwe wange	lug-000	cousin	eng-000
7582	19492126	kizigo	lug-000	trap	eng-000
7583	10166733	kizikiza	lug-000	darkness	eng-000
7584	19492127	kizimba	lug-000	tumor	eng-000
7585	19492128	kizimbe	lug-000	build	eng-000
7586	19492129	kizimbe	lug-000	building	eng-000
7588	19492131	kizimbulukusa	lug-000	magnifying glass	eng-000
7589	10166991	kizinga	lug-000	island	eng-000
7591	19492133	kiziyiza	lug-000	brake	eng-000
7592	10166899	kka	lug-000	smoke	eng-000
7594	19492135	kkatala	lug-000	task	eng-000
7595	19492136	kkerenda	lug-000	pill	eng-000
7596	19492137	kkifu	lug-000	wrong	eng-000
7597	19492138	kkolero	lug-000	factory	eng-000
7598	19492139	kkondo	lug-000	robber	eng-000
7600	19492140	kkono	lug-000	left	eng-000
7604	19492141	kkoona	lug-000	bend	eng-000
7605	19492142	kkoona	lug-000	corner	eng-000
7606	19492143	kkoona	lug-000	curve	eng-000
7608	19492144	kkulembera	lug-000	lead	eng-000
7610	37566324	kkumi	lug-000	ten	eng-000
7611	10166901	kkuta	lug-000	be satiated	eng-000
7612	10166901	kkuta	lug-000	have enough	eng-000
7613	10166929	kobojjana	lug-000	quarrel	eng-000
7614	10166585	kofu	lug-000	guinea fowl	eng-000
7615	19492145	kojja	lug-000	uncle	eng-000
7618	10166693	kojoba	lug-000	urinate	eng-000
7619	10166967	koko	lug-000	fowl	eng-000
7620	10166967	koko	lug-000	hen	eng-000
7621	10166985	kokola	lug-000	elbow	eng-000
7622	10166603	kola	lug-000	do	eng-000
7624	20272569	kola	lug-000	make	eng-000
7625	19492146	kolaasi	lug-000	tarmac	eng-000
7626	30789442	kolaasi	lug-000	asphalt	eng-000
7627	30789442	kolaasi	lug-000	asphalt concrete	eng-000
7630	10166378	kolo	lug-000	root	eng-000
7631	10166808	kolobba	lug-000	go away	eng-000
7632	10166808	kolobba	lug-000	leave	eng-000
7633	10167153	kolobola	lug-000	grate	eng-000
7634	10167153	kolobola	lug-000	scratch	eng-000
7636	10166702	kolokota	lug-000	scrape	eng-000
7637	10166622	kolola	lug-000	cough	eng-000
7638	10167177	komba	lug-000	lick	eng-000
7639	10167144	komela	lug-000	enclosure	eng-000
7640	10167144	komela	lug-000	fence	eng-000
7641	19492147	komera	lug-000	prison	eng-000
7642	10166485	komo	lug-000	brass	eng-000
7643	10166485	komo	lug-000	copper	eng-000
7644	19492148	kompyuuta	lug-000	computer	eng-000
7646	10166642	konde	lug-000	fist	eng-000
7647	10167145	kondoola	lug-000	squat	eng-000
7648	10167163	konjera	lug-000	slander	eng-000
7649	19492149	konkome	lug-000	lizard	eng-000
7650	10166811	kono	lug-000	arm	eng-000
7651	10166811	kono	lug-000	hand	eng-000
7652	10166386	konya	lug-000	fill a hole	eng-000
7654	19492150	kookolo	lug-000	cancer	eng-000
7657	10166291	koola	lug-000	leaf	eng-000
7658	19492151	kooti	lug-000	coat	eng-000
7659	19492152	kooti	lug-000	court	eng-000
7660	10166629	kopo	lug-000	mug	eng-000
7661	10166629	kopo	lug-000	pot	eng-000
7662	19492204	kuboneka	lug-000	appear	eng-000
7663	10166922	kubumba	lug-000	mould	eng-000
7664	19492293	kuganza	lug-000	owe	eng-000
7665	10167268	kotama	lug-000	bend down	eng-000
7666	10167268	kotama	lug-000	lean	eng-000
7667	10167268	kotama	lug-000	slope	eng-000
7668	10166832	kozesa	lug-000	use	eng-000
7669	10166656	ku	lug-000	firewood	eng-000
7670	19492153	ku	lug-000	on	eng-000
7672	19492154	ku lwa	lug-000	on behalf of	eng-000
7674	19492155	ku makya	lug-000	morning	eng-000
7677	10166261	kuba	lug-000	be	eng-000
7678	10166261	kuba	lug-000	become	eng-000
7679	10166635	kuba	lug-000	knock	eng-000
7681	10167045	kuba	lug-000	rain	eng-000
7682	10167054	kuba	lug-000	beat	eng-000
7683	19492156	kuba ku bunkenke	lug-000	anxious	eng-000
7684	19492157	kuba ku bunkenke	lug-000	tense	eng-000
7685	19492158	kuba ne	lug-000	have	eng-000
7686	19492159	kuba nʼebisaanyizo	lug-000	qualified	eng-000
7687	19492160	kuba nʼensonyi	lug-000	shy	eng-000
7688	19492161	kubaawo	lug-000	happen	eng-000
7689	10166527	kubabula	lug-000	singe	eng-000
7690	19492162	kubabula	lug-000	grill	eng-000
7691	19492163	kubagano	lug-000	traffic	eng-000
7692	19492164	kubaka	lug-000	catch	eng-000
7694	10166640	kubala	lug-000	count	eng-000
7696	19492166	kubala	lug-000	mathematics	eng-000
7697	19492167	kubalirira	lug-000	survey	eng-000
7698	19492168	kubalula	lug-000	flog	eng-000
7699	19492169	kubalula	lug-000	spank	eng-000
7700	19492170	kubanga	lug-000	because	eng-000
7704	19492171	kubanja	lug-000	demand	eng-000
7705	19492172	kubatiza	lug-000	baptize	eng-000
7706	19492173	kubawo	lug-000	around	eng-000
7707	19492174	kubazaamu	lug-000	multiply	eng-000
7710	10166906	kubbika	lug-000	dip	eng-000
7711	19492176	kubbika	lug-000	cover	eng-000
7712	19492177	kubbira	lug-000	sank	eng-000
7714	19492178	kubbirira	lug-000	cheat	eng-000
7715	19492179	kubeera	lug-000	be	eng-000
7716	19492180	kubeera	lug-000	live	eng-000
7717	19492181	kubeera lubuto	lug-000	pregnant	eng-000
7718	19492182	kubeera mu mukomera	lug-000	imprisoned	eng-000
7720	19492184	kubeera mu mweezi	lug-000	period	eng-000
7722	19492185	kubega	lug-000	spy	eng-000
7723	19492186	kubejjagala	lug-000	belch	eng-000
7724	19492187	kubejjerera	lug-000	persecute	eng-000
7725	19492188	kubejjerera	lug-000	revile	eng-000
7726	19492189	kubelamubigele	lug-000	barefoot	eng-000
7727	19492190	kubembereza	lug-000	accommodate	eng-000
7728	19492191	kubembereza	lug-000	spare	eng-000
7729	19492192	kubika	lug-000	obituary	eng-000
7730	19492193	kubikirira	lug-000	mask	eng-000
7731	10167149	kubikka	lug-000	cover	eng-000
7732	19492194	kubikkako	lug-000	cover	eng-000
7733	19492195	kubikkula	lug-000	open	eng-000
7734	19492196	kubikulirwa	lug-000	revelation	eng-000
7735	19492197	kubila	lug-000	sink	eng-000
7737	19492198	kubinika	lug-000	overload	eng-000
7738	19492199	kubira	lug-000	sunk	eng-000
7739	19492200	kubisiwaza	lug-000	wet	eng-000
7740	19492201	kubo	lug-000	way	eng-000
7741	19492202	kubo eriyita wansi	lug-000	subway	eng-000
7742	19492203	kuboggola	lug-000	yell	eng-000
7743	19492205	kubonereza	lug-000	punish	eng-000
7744	19492206	kuboola	lug-000	discriminate	eng-000
7745	19492207	kuboola	lug-000	disown	eng-000
7746	19492208	kuboola	lug-000	shun	eng-000
7747	19492209	kubotola	lug-000	pierce	eng-000
7748	19492210	kubowa	lug-000	confiscate	eng-000
7749	19492211	kubugumiriza	lug-000	excite	eng-000
7750	19492212	kubuguutanya	lug-000	bother	eng-000
7751	19492213	kubuka	lug-000	skip	eng-000
7753	19492215	kubulawo	lug-000	disappear	eng-000
7754	19492216	kubulira	lug-000	preach	eng-000
7756	19492218	kubuliriza	lug-000	survey	eng-000
7757	19492219	kubulwa	lug-000	lost	eng-000
7760	19492221	kubusabusa	lug-000	bounce	eng-000
7761	19492222	kubusabusa	lug-000	doubt	eng-000
7762	19492223	kubusabusa	lug-000	hesitate	eng-000
7763	10166294	kubuuka	lug-000	fly	eng-000
7764	19492224	kubuuka	lug-000	flight	eng-000
7766	19492226	kubuuka	lug-000	jump	eng-000
7767	10166746	kubuukabuuka	lug-000	flap	eng-000
7768	10166746	kubuukabuuka	lug-000	flutter	eng-000
7769	10166470	kubuulila	lug-000	say	eng-000
7770	10166470	kubuulila	lug-000	tell	eng-000
7771	19492227	kubuulira	lug-000	inform	eng-000
7772	19492228	kubuulira	lug-000	tell	eng-000
7773	19492229	kubuumba	lug-000	pottery	eng-000
7774	19492230	kubuuza	lug-000	ask	eng-000
7775	19492231	kubuzabuza	lug-000	confuse	eng-000
7776	19492232	kubuzabuza	lug-000	mislead	eng-000
7777	10167204	kubwala	lug-000	be ill	eng-000
7778	10167204	kubwala	lug-000	groan	eng-000
7779	19492233	kubwatuka	lug-000	cracker	eng-000
7780	19492234	kubwatuka	lug-000	thunder	eng-000
7781	19492235	kubwebwena	lug-000	devour	eng-000
7782	19492236	kubyangatana	lug-000	juggle	eng-000
7783	19492237	kudaala	lug-000	show off	eng-000
7784	10166264	kudaalimba	lug-000	lazy	eng-000
7785	10166467	kudda	lug-000	go back	eng-000
7786	10166467	kudda	lug-000	return	eng-000
7787	10166418	kuddaabilya	lug-000	arrange	eng-000
7788	10166418	kuddaabilya	lug-000	put right	eng-000
7789	10166418	kuddaabilya	lug-000	repair	eng-000
7790	19492238	kuddabiriza	lug-000	repair	eng-000
7791	19492239	kuddamu	lug-000	answer	eng-000
7792	19492240	kuddamu	lug-000	reply	eng-000
7793	19492241	kuddirira	lug-000	after	eng-000
7794	19492242	kudduka	lug-000	jogging	eng-000
7795	19492243	kudduka	lug-000	running	eng-000
7797	19492244	kuddukira	lug-000	fetch	eng-000
7798	19492245	kudibuula	lug-000	extravagant	eng-000
7799	19492246	kudobonkana	lug-000	crazy	eng-000
7800	19492247	kudobonkana	lug-000	talk	eng-000
7801	19492248	kuduka	lug-000	ran	eng-000
7803	19492249	kuduka ennyo	lug-000	race	eng-000
7804	10166293	kufa	lug-000	die	eng-000
7806	19492250	kufa	lug-000	death	eng-000
7808	10166298	kufaanana	lug-000	resemble	eng-000
7809	19492252	kufaayo	lug-000	mind	eng-000
7810	19492253	kufafaganya	lug-000	corrupt	eng-000
7811	19492254	kufananya	lug-000	alike	eng-000
7812	19492255	kufayo	lug-000	worry	eng-000
7814	19492256	kufiirwa	lug-000	lose	eng-000
7815	10166276	kufissiza	lug-000	leave over	eng-000
7816	19492257	kufuba	lug-000	effort	eng-000
7817	19492258	kufubutuka	lug-000	run	eng-000
7818	19492259	kufubutuka	lug-000	sprint	eng-000
7819	19492260	kufuga	lug-000	rule	eng-000
7820	10166913	kufuka	lug-000	pour	eng-000
7821	19492261	kufuka	lug-000	piss	eng-000
7822	19492262	kufukamira	lug-000	kneel	eng-000
7823	10166455	kufukuta	lug-000	blow bellows	eng-000
7824	19492263	kufulu	lug-000	lock	eng-000
7825	10166761	kufuluma	lug-000	go away	eng-000
7826	10166761	kufuluma	lug-000	go out	eng-000
7827	19492264	kufuluma	lug-000	exit	eng-000
7828	10166528	kufumba	lug-000	boil	eng-000
7829	10166722	kufumba	lug-000	cook	eng-000
7830	19492265	kufumba	lug-000	bake	eng-000
7832	19492267	kufumbirwa	lug-000	wed	eng-000
7834	19492268	kufumitiriza	lug-000	contemplate	eng-000
7835	10166650	kufuna	lug-000	get	eng-000
7836	10166650	kufuna	lug-000	obtain	eng-000
7837	10166781	kufuna	lug-000	receive	eng-000
7838	19492269	kufuna	lug-000	benefit	eng-000
7839	19492270	kufuna	lug-000	gain	eng-000
7842	19492273	kufuna lubuto	lug-000	pregnant	eng-000
7843	19492274	kufunyulula	lug-000	unroll	eng-000
7844	19492275	kufunza	lug-000	zoom	eng-000
7845	19492276	kufutyanka	lug-000	demean	eng-000
7846	19492277	kufuuka	lug-000	become	eng-000
7847	10166466	kufuula	lug-000	alter	eng-000
7848	10166466	kufuula	lug-000	change	eng-000
7849	19492278	kufuuwa	lug-000	blow	eng-000
7852	19492281	kufuwa	lug-000	blew	eng-000
7854	19492282	kufuyisa	lug-000	urinate	eng-000
7855	10167115	kugaana	lug-000	deny	eng-000
7856	19492283	kugaana	lug-000	refuse	eng-000
7857	19492284	kugaaya	lug-000	chew	eng-000
7858	10167284	kugaayuka	lug-000	be faint	eng-000
7859	10167284	kugaayuka	lug-000	be loose	eng-000
7860	10167284	kugaayuka	lug-000	be weak	eng-000
7861	10166463	kugaba	lug-000	divide	eng-000
7862	10166464	kugaba	lug-000	give away	eng-000
7863	19492285	kugabana	lug-000	share	eng-000
7864	19492286	kugabanya	lug-000	divide	eng-000
7865	19492287	kugabanyaamu	lug-000	divide	eng-000
7866	10166339	kugalamila	lug-000	lie down	eng-000
7867	19492288	kugalamira	lug-000	lie	eng-000
7868	19492289	kugalamiza	lug-000	lay	eng-000
7869	10167243	kugalanjuba	lug-000	turn over	eng-000
7870	10167243	kugalanjuba	lug-000	turn upside down	eng-000
7871	19492290	kugamba	lug-000	say	eng-000
7872	19492291	kuganyulwa	lug-000	profit	eng-000
7873	19492292	kuganyurwa	lug-000	gain	eng-000
7874	10166445	kugatta	lug-000	add up	eng-000
7875	19492294	kugatta	lug-000	add	eng-000
7876	19492295	kugatta	lug-000	plus	eng-000
7877	19492296	kugayaala	lug-000	lazy	eng-000
7878	19492297	kugaziya	lug-000	zoom	eng-000
7880	10166489	kugenda	lug-000	go	eng-000
7882	10167079	kugenyagenya	lug-000	crumple	eng-000
7883	19492299	kugenyiwala	lug-000	visit	eng-000
7884	10167187	kugeraageranya	lug-000	juxtapose	eng-000
7885	10167187	kugeraageranya	lug-000	put together	eng-000
7886	19492300	kugezaako	lug-000	attempt	eng-000
7887	19492301	kugezaako	lug-000	try	eng-000
7888	19492302	kugezesa	lug-000	quiz	eng-000
7889	19492303	kugezesa	lug-000	test	eng-000
7890	19492304	kuggala	lug-000	close	eng-000
7892	19492306	kuggalawo	lug-000	shut	eng-000
7893	10167123	kuggula	lug-000	open a door	eng-000
7894	10167296	kuggula	lug-000	open	eng-000
7895	19492307	kuggulawo	lug-000	open	eng-000
7896	19492308	kuggumiza	lug-000	emphasize	eng-000
7897	10166738	kuggwa	lug-000	cease	eng-000
7898	10166738	kuggwa	lug-000	finish	eng-000
7899	20272559	kuggwa	lug-000	fall	eng-000
7900	10166416	kuggya	lug-000	send away	eng-000
7902	10166917	kuggya	lug-000	burn	eng-000
7903	10166496	kugira	lug-000	act	eng-000
7904	10166661	kugira	lug-000	hem	eng-000
7905	10166661	kugira	lug-000	make a border	eng-000
7906	19492309	kugoba ganya	lug-000	chase	eng-000
7907	19492310	kugoberera	lug-000	follow	eng-000
7908	19492311	kugobolola	lug-000	profit	eng-000
7910	19492312	kugolola	lug-000	correction	eng-000
7911	19492313	kugolola	lug-000	iron	eng-000
7912	19492314	kugondera	lug-000	obey	eng-000
7913	19492315	kugoomya	lug-000	bend	eng-000
7914	19492316	kugootaanya	lug-000	confuse	eng-000
7915	19492317	kugootaanya	lug-000	upset	eng-000
7916	10167023	kugoya	lug-000	mix	eng-000
7918	19492318	kugugumuka	lug-000	panic	eng-000
7919	10166530	kugula	lug-000	buy	eng-000
7921	19492320	kugula	lug-000	shop	eng-000
7922	10166540	kugulu	lug-000	foot	eng-000
7923	10166540	kugulu	lug-000	leg	eng-000
7925	19492322	kuguma	lug-000	persevere	eng-000
7926	19492323	kugumiikiriza	lug-000	accommodate	eng-000
7927	19492324	kugumikiriza	lug-000	patient	eng-000
7928	19492325	kugumikiriza	lug-000	tolerate	eng-000
7929	19492326	kugumira	lug-000	persevere	eng-000
7930	19492327	kugumira	lug-000	tolerate	eng-000
7931	19492328	kugumira ku	lug-000	faithful	eng-000
7932	19492329	kuguumaaza	lug-000	ruse	eng-000
7933	19492330	kuguumaaza	lug-000	trick	eng-000
7934	10166525	kugwa	lug-000	fall	eng-000
7935	19492331	kugwa	lug-000	fail	eng-000
7937	19492333	kugwa	lug-000	landing	eng-000
7939	19492334	kugwa kwe njuba	lug-000	sunset	eng-000
7940	19492335	kugwa mu kifuba	lug-000	hug	eng-000
7941	19492336	kugyamu	lug-000	fit	eng-000
7942	19492337	kujaganya	lug-000	celebrate	eng-000
7943	19492338	kujaganya	lug-000	jubilate	eng-000
7944	19492339	kujaganya	lug-000	merry	eng-000
7945	19492340	kujeema	lug-000	rebel	eng-000
7946	19492341	kujelega	lug-000	tease	eng-000
7947	10167075	kujiba	lug-000	abound	eng-000
7948	19492342	kujingajinga	lug-000	forge	eng-000
7950	10166894	kujja	lug-000	come	eng-000
7951	19492343	kujja	lug-000	burn	eng-000
7953	19492345	kujjako	lug-000	beside	eng-000
7954	10166336	kujjanjaba	lug-000	care for	eng-000
7955	10166336	kujjanjaba	lug-000	look after	eng-000
7956	19492346	kujjanjaba	lug-000	care	eng-000
7957	19492347	kujjanjaba	lug-000	treat	eng-000
7958	19492348	kujjanjabirira	lug-000	maintain	eng-000
7959	10167136	kujjukila	lug-000	remember	eng-000
7960	19492349	kujjukira	lug-000	remember	eng-000
7961	19492350	kujjukiza	lug-000	remind	eng-000
7962	10166895	kujjula	lug-000	become full	eng-000
7963	10167156	kujjulukuka	lug-000	migrate	eng-000
7964	10167156	kujjulukuka	lug-000	move away	eng-000
7965	19492351	kujjulukuka	lug-000	move	eng-000
7966	19492352	kujjumbira	lug-000	keen	eng-000
7967	10167096	kujjuza	lug-000	fill	eng-000
7968	19492353	kujjuza ekifo	lug-000	occupy	eng-000
7969	19492354	kujjuzaamu	lug-000	fill	eng-000
7970	10166822	kujoba	lug-000	get wet	eng-000
7971	19492355	kujojolikana	lug-000	argue	eng-000
7972	19492356	kujojolikana	lug-000	conflict	eng-000
7973	19492357	kujojolikana	lug-000	fight	eng-000
7975	19492359	kujooga	lug-000	bully	eng-000
7976	19492360	kujooga	lug-000	contempt	eng-000
7977	19492361	kujooga	lug-000	jeer	eng-000
7978	19492362	kujoonyesa	lug-000	persecute	eng-000
7979	10166786	kujugumera	lug-000	shiver	eng-000
7980	19492363	kujugumira	lug-000	vibrate	eng-000
7981	19492364	kujukira	lug-000	memory	eng-000
7982	19492365	kujulira	lug-000	appeal	eng-000
7983	19492366	kujulira	lug-000	witness	eng-000
7985	19492368	kujuliza	lug-000	refer	eng-000
7986	19492369	kujulukuka	lug-000	migrate	eng-000
7987	19492370	kujuna	lug-000	support	eng-000
7988	19492371	kujyako	lug-000	off	eng-000
7990	19492374	kukaaniika	lug-000	inflate	eng-000
7991	19492375	kukaatiriza	lug-000	emphasize	eng-000
7992	19492376	kukaayana	lug-000	argue	eng-000
7993	19492377	kukaka	lug-000	force	eng-000
7994	19492378	kukakasa	lug-000	assure	eng-000
7995	19492379	kukakasa	lug-000	confirm	eng-000
7997	19492381	kukakasibwa	lug-000	confirmation	eng-000
7999	19492382	kukakata	lug-000	firm	eng-000
8000	19492383	kukakkana	lug-000	relax	eng-000
8001	10166578	kukala	lug-000	become dry	eng-000
8002	10166578	kukala	lug-000	dry up	eng-000
8003	10167152	kukalakata	lug-000	graze	eng-000
8004	10167152	kukalakata	lug-000	scrape	eng-000
8006	10166582	kukalanga	lug-000	fry	eng-000
8008	10166301	kukaliga	lug-000	tie	eng-000
8009	19492385	kukaliga	lug-000	sentence	eng-000
8011	19492387	kukalilira	lug-000	smoke	eng-000
8012	19492388	kukalirira	lug-000	roast	eng-000
8014	19492389	kukalubiriza	lug-000	inconvenience	eng-000
8015	10166576	kukama	lug-000	milk	eng-000
8016	10166576	kukama	lug-000	squeeze	eng-000
8018	10166919	kukambula	lug-000	plunder	eng-000
8019	19492391	kukamula	lug-000	wring	eng-000
8020	10166798	kukanakana	lug-000	shake	eng-000
8021	10166798	kukanakana	lug-000	tremble	eng-000
8022	10166965	kukanga	lug-000	threaten	eng-000
8023	19492392	kukanga	lug-000	scare	eng-000
8024	19492393	kukanga	lug-000	shock	eng-000
8027	19492396	kukangavvula	lug-000	punish	eng-000
8028	19492397	kukangisa	lug-000	intimidate	eng-000
8029	19492398	kukankana	lug-000	quake	eng-000
8030	19492399	kukansa	lug-000	bid	eng-000
8031	19492400	kukanyuga	lug-000	hurl	eng-000
8032	19492401	kukanyuga	lug-000	throw	eng-000
8033	19492402	kukasuka	lug-000	hurl	eng-000
8034	19492403	kukasuka	lug-000	sling	eng-000
8035	19492404	kukasuka	lug-000	throw	eng-000
8036	19492405	kukasukira	lug-000	sling	eng-000
8037	19492406	kukavvula	lug-000	devour	eng-000
8038	19492407	kukaza	lug-000	dry	eng-000
8039	19492408	kukebera	lug-000	check	eng-000
8041	19492410	kukebera	lug-000	scrutinize	eng-000
8042	19492411	kukedenza	lug-000	control	eng-000
8043	19492412	kukeera	lug-000	early	eng-000
8044	19492413	kukeerewa	lug-000	late	eng-000
8045	19492414	kukema	lug-000	trick	eng-000
8046	10166716	kukendeera	lug-000	diminish	eng-000
8047	10166716	kukendeera	lug-000	grow less	eng-000
8048	19492415	kukendeeza	lug-000	reduce	eng-000
8049	10167159	kukenema	lug-000	melt	eng-000
8050	19492416	kukenena	lug-000	drool	eng-000
8051	19492417	kukenga	lug-000	observe	eng-000
8052	10167226	kukenkula	lug-000	get fat	eng-000
8053	19492418	kukenula	lug-000	corrupt	eng-000
8054	10167068	kukenya	lug-000	drop	eng-000
8055	10167068	kukenya	lug-000	throw down	eng-000
8056	19492419	kukerewa	lug-000	delay	eng-000
8057	10166591	kuketa	lug-000	cut	eng-000
8058	19492420	kuketta	lug-000	spy	eng-000
8059	10166589	kukibera	lug-000	look at	eng-000
8060	10166589	kukibera	lug-000	examine	eng-000
8061	19492421	kukiina	lug-000	sarcasm	eng-000
8063	19492423	kukijjanya	lug-000	persecute	eng-000
8064	19492424	kukikiitana	lug-000	fumble	eng-000
8066	19492426	kukinnimba	lug-000	swagger	eng-000
8067	10166448	kukira	lug-000	become burnt	eng-000
8068	19492427	kukiriza	lug-000	believe	eng-000
8069	10167092	kukisa	lug-000	hide	eng-000
8070	19492428	kukisa	lug-000	conceal	eng-000
8071	19492429	kukkaanya	lug-000	agree	eng-000
8072	19492430	kukkalira	lug-000	settle	eng-000
8073	19492431	kukkirira	lug-000	descend	eng-000
8074	19492432	kukkirira	lug-000	agree	eng-000
8075	19492433	kukkirira	lug-000	allow	eng-000
8076	19492434	kukkiriziganya	lug-000	agree	eng-000
8077	19492435	kukkusa	lug-000	satisfy	eng-000
8078	10166901	kukkuta	lug-000	be satiated	eng-000
8079	10166901	kukkuta	lug-000	have enough	eng-000
